REF,Company,Location,Review_Date,Bean_Origin,Bar_Name,CocoaPer,Enc_ingr,Characteristics,Rating,ingri
2150,hexx,U.S.A.,2018,Peru,"Maranon, batch 0723",70,3,"light color, sour, pungent",2.25,"2- B,S*"
2040,Harper Macaw,U.S.A.,2018,Brazil,Libiano,75,6,"flat, late tart notes",3,"3- B,S,C"
2060,Guido Castagna,Italy,2018,Madagascar,Madagascar,70,13,"earthy, chemical or burnt note",2.75,"4- B,S,C,L"
2194,Gotham,U.S.A.,2018,Belize,Maya Mtn,70,2,"fruit, tart, rubber",2.75,"2- B,S"
2092,Amedei,Italy,2018,Blend,Nine,75,15,"sweet, delicate, complex",3.5,"4- B,S,C,V"
2096,Georgia Ramon,Germany,2018,Guatemala,Cahabon E.,72,6,"dry, grainy, spicy, roasty",2.75,"3- B,S,C"
2092,Amedei,Italy,2018,Venezuela,Porcelana,70,15,"nutty, mild roasty, vanilla",3,"4- B,S,C,V"
2202,Fu Wan,Taiwan,2018,Venezuela,Chuao,70,6,"dried fruit, cocoa",3.5,"3- B,S,C"
2202,Fu Wan,Taiwan,2018,Tanzania,Tanzania,70,2,"accessible, sweet, sandy",3,"2- B,S"
2190,Fu Wan,Taiwan,2018,Madagascar,Madagascar,70,2,"grainy texture, sour, hammy",3,"2- B,S"
2088,Amedei,Italy,2018,Venezuela,Chuao,70,15,"vanilla, nuts, roasty",3,"4- B,S,C,V"
2174,Fu Wan,Taiwan,2018,Taiwan,"Taiwan, #1",70,6,cheesy off flavor,2.5,"3- B,S,C"
2088,Amedei,Italy,2018,Madagascar,Madagascar,70,15,"vanilla, mint, roasty",3,"4- B,S,C,V"
2130,Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",70,6,"banana,dairy, cocoa",4,"3- B,S,C"
2126,Friis Holm,Denmark,2018,Guatemala,Indio Rojo,70,6,"honey, deep cocoa",4,"3- B,S,C"
2130,Friis Holm,Denmark,2018,Nicaragua,Nicaliso,70,6,"black pepper,high astringency",3.75,"3- B,S,C"
2126,Friis Holm,Denmark,2018,Nicaragua,Medagla,70,6,"cocoa, savory",3.75,"3- B,S,C"
2122,Friis Holm,Denmark,2018,Nicaragua,Johe,70,6,"strong cocoa, orange citrus",3.75,"3- B,S,C"
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 3x turned",70,6,"delicate, balanced",3.5,"3- B,S,C"
2122,Friis Holm,Denmark,2018,Nicaragua,"O'Payo, Wasalala Co-op",68,6,"unique flavor, floral-spice mix",3.5,"3- B,S,C"
2134,Friis Holm,Denmark,2018,Nicaragua,Rugoso,70,6,"high acidity, grassy",3.25,"3- B,S,C"
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",70,6,"woody, grassy, spicy",3.25,"3- B,S,C"
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",70,6,"floral, sticky",3,"3- B,S,C"
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",60,6,"sweet, metallic",3,"3- B,S,C"
2000,Fresh Coast,U.S.A.,2017,Tanzania,"Kokoa Kamili, Kilombero District",70,2,"creamy, simple, strong choco",3.75,"2- B,S"
2000,Fresh Coast,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia",70,2,"creamy, fragrant",3.5,"2- B,S"
2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70,6,"long lasting, fruit, spicy",3.75,"3- B,S,C"
2028,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70,6,"rich cocoa, nuts",3.5,"3- B,S,C"
2024,Fresco,U.S.A.,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70,6,"rich cocoa, mild, fatty",3.5,"3- B,S,C"
1940,French Broad,U.S.A.,2017,Peru,"Norandino, batch 161208",70,2,"slight dry, citrus, grapefruit",3.5,"2- B,S"
1964,Duffy's,U.K.,2017,Nigeria,Eti-Oni,70,13,candy like off flavor,2.75,"4- B,S,C,L"
2016,Dick Taylor,U.S.A.,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",72,2,"well defined, creamy, cherry",4,"2- B,S"
1972,Dick Taylor,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",75,2,"sticky, roasty nibs, grapes",3.75,"2- B,S"
1952,Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,70,2,"blackberry, raisns",3.75,"2- B,S"
2024,Dandelion,U.S.A.,2017,Costa Rica,"Hacienda Azul, 2016 Harvest",70,2,"cocoa, sour, toffee, earthy",3,"2- B,S"
1928,Dalloway,U.S.A.,2017,Dominican Republic,"Dominican Republic, batch 7",72,2,"hammy, sour, astringent",2.75,"2- B,S"
1984,Coppeneur,Germany,2017,Ghana,Ghana,75,6,"oily, rich cocoa, nutty",3.75,"3- B,S,C"
1944,Alexandre,Netherlands,2017,Vietnam,Tien Giang,70,6,"sandy, sweet, roasty",3.5,"3- B,S,C"
1944,Alexandre,Netherlands,2017,Tanzania,"Makwale Village, Kyela",70,6,"sandy, melon, banana",3.5,"3- B,S,C"
1944,Alexandre,Netherlands,2017,Nicaragua,"La Dalia, Matagalpa",70,6,"sandy, sweet, nibby",3.5,"3- B,S,C"
1944,Alexandre,Netherlands,2017,Ecuador,"Winak Coop, Napo",70,6,"sandy, green, floral",3.5,"3- B,S,C"
1992,Alain Ducasse,France,2017,Mexico,"Porcelana, Mexique",75,20,"strawberry, cream, gateway",3.5,"6-B,S,C,V,L,Sa"
2028,Chapon,France,2017,Bolivia,"Beni, Cru Sauvage",74,2,"dark roast, rich cocoa",3,"2- B,S"
1956,Castronovo,U.S.A.,2017,Venezuela,"Patanemo, batch 539",70,2,"nutty, roasty, caramel",3.25,"2- B,S"
1984,Brasstown aka It's Chocolate,U.S.A.,2017,Ecuador,Manabi,75,6,"sandy, floral, honey",3.75,"3- B,S,C"
1980,Brasstown aka It's Chocolate,U.S.A.,2017,Dominican Republic,Elvesia P.,70,6,"earthy, cherries",3.25,"3- B,S,C"
1996,Boho,U.S.A.,2017,Belize,Maya Mtn,70,6,pungent off flavor,2.75,"3- B,S,C"
1996,Zotter,Austria,2017,Colombia,"APROCAFA, Acandi",75,6,"strong nutty, marshmallow",3.75,"3- B,S,C"
1948,Xocolla,U.S.A.,2017,Madagascar,"Sambirano, batch 170102",70,2,"sour milk, molasses, sweet",2.75,"2- B,S"
1948,Xocolla,U.S.A.,2017,Dominican Republic,"Hispaniola, batch 170104",70,2,"spciy, cardamom, off flavor",2.5,"2- B,S"
2012,Wellington Chocolate Factory,New Zealand,2017,Samoa,Samoa,77,2,"earthy, roasty",3,"2- B,S"
1972,Valrhona,France,2017,Blend,"Oriado, Peru, Dom. Rep",60,6,"intense, rich, sweet",3.25,"3- B,S,C"
1968,Utopick,Spain,2017,Colombia,"Sierra Nevada, Tutu Iku",70,6,"spice, melon, nutty",3.75,"3- B,S,C"
2004,Uncouth,Canada,2017,Guatemala,Guatemala,75,2,"dry, coarse, sour",3.25,"2- B,S"
2004,Uncouth,Canada,2017,Tanzania,Tanzania,75,2,"dry, coarse, sweet, earthy",3,"2- B,S"
2000,Uncouth,Canada,2017,Dominican Republic,Dominican Republic,75,2,"dry, coarse, hay, off",2.75,"2- B,S"
1996,twenty-four blackbirds,U.S.A.,2017,Tanzania,Kokoa Kamili,75,2,"dry, floral, woody",3.25,"2- B,S"
2012,Stone Grindz,U.S.A.,2017,Bolivia,"Wild Bolivia, batch 260",70,6,"fatty, rubber, off notes",2.5,"3- B,S,C"
1932,Spencer,U.S.A.,2017,Dominican Republic,Dominican Republic,70,6,"sandy, robust, grapes, malt",3.75,"3- B,S,C"
1932,Spencer,U.S.A.,2017,Ecuador,Ecuador,70,6,"floral, astringent",3.5,"3- B,S,C"
1932,Spencer,U.S.A.,2017,Peru,Peru,70,6,"floral, earthy, burnt rubber",2.75,"3- B,S,C"
1940,Soul,Canada,2017,Tanzania,Tanzania,80,2,"sticky, mild fruit, brownie",3.5,"2- B,S"
1936,Soul,Canada,2017,Venezuela,Venezuela,75,2,"dry, earthy, roasty",3.5,"2- B,S"
1936,Soul,Canada,2017,Madagascar,Madagascar,70,2,"tart, sour, basic",3.5,"2- B,S"
1936,Soul,Canada,2017,Papua New Guinea,Papua New Guinea,77,2,"sandy, smokey, fruit, sour",3.25,"2- B,S"
1936,Soul,Canada,2017,Ecuador,Ecuador,75,2,"dry, floral, earthy",3.25,"2- B,S"
1932,Soul,Canada,2017,Dominican Republic,Dominican Republic,70,2,"few grits, sweet, cocoa",3.25,"2- B,S"
2016,Soma,Canada,2017,Colombia,Arauca,70,6,"creamy, honey, marshmallow",4,"3- B,S,C"
2016,Soma,Canada,2017,Fiji,Fiji,70,6,"creamy, roasty, woody",3.25,"3- B,S,C"
1948,Beau Cacao,U.K.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",72,6,"smokey, woody, tobacco",3.25,"3- B,S,C"
1992,Solstice,U.S.A.,2017,Tanzania,Kilombero,70,6,"sticky, strong molasses",3.25,"3- B,S,C"
1948,Beau Cacao,U.K.,2017,Malaysia,"Asajaya E, NW Borneo, b. #132/4500",73,6,"caramel, spice, earthy",3,"3- B,S,C"
1968,Soklet,India,2017,India,India,70,6,"grassy, hammy",2.75,"3- B,S,C"
1952,"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102",70,6,"complex, earthy, melon",3.5,"3- B,S,C"
1940,"Smooth Chocolator, The",Australia,2017,Dominican Republic,"Oko Caribe, DOR005",70,6,"cherry, rich choco",3.5,"3- B,S,C"
1996,Sirene,Canada,2017,Peru,Tingo Maria,73,2,"caramel, anise, dried fruit",3.75,"2- B,S"
1980,Bar Au Chocolat,U.S.A.,2017,Trinidad,Montserrat Hills,80,2,"intense, tangy, alcohol",3.5,"2- B,S"
1980,Bar Au Chocolat,U.S.A.,2017,Costa Rica,"Turrialba, Cartago P.",72,2,"slightly dry, cocoa, berry",3.5,"2- B,S"
2004,San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70,13,"few grits, basic, gateway",3.25,"4- B,S,C,L"
1964,Ruket,Italy,2017,Honduras,"Red Mayan, Xoco",72,4,"off note, vegetal, nibby",2.75,"3- B,S*,C"
2004,Rozsavolgyi,Hungary,2017,Venezuela,Chuao,73,6,"nuts, chocolate, mellow",3.75,"3- B,S,C"
2008,Ritual,U.S.A.,2017,Mexico,Xoconusco,75,6,"smooth, coffee, rich cocoa",3.75,"3- B,S,C"
2032,Raaka,U.S.A.,2017,Haiti,"Pisa, roasted",70,6,basic cocoa,3.5,"3- B,S,C"
2032,Raaka,U.S.A.,2017,Haiti,"Pisa, unroasted",70,6,green,3.25,"3- B,S,C"
1988,Pura Delizia,Italy,2017,Dominican Republic,Dominican,65,13,"peanut, soy, sunflower",3.75,"4- B,S,C,L"
1988,Pura Delizia,Italy,2017,Philippines,Philippines,66,13,"spice, sunflower",3.5,"4- B,S,C,L"
1984,Pura Delizia,Italy,2017,Vietnam,Vietnam,75,13,"intense, fig, roasty, citrus",3.5,"4- B,S,C,L"
1988,Pura Delizia,Italy,2017,Papua New Guinea,Papua New Guinea,75,13,intense smoke,3.25,"4- B,S,C,L"
1988,Pura Delizia,Italy,2017,Ecuador,Ecuador,73,13,"few grits, strong floral",3.25,"4- B,S,C,L"
1956,Pump Street Bakery,U.K.,2017,Jamaica,"Bachelor's Hall, batch 6911",75,2,"sticky, mild, hay, honey",3.75,"2- B,S"
1992,Palette de Bine,Canada,2017,Haiti,Pisa,70,2,"sticky, bold, nutty, fig",3.5,"2- B,S"
2000,Palette de Bine,Canada,2017,Dominican Republic,Dominican Republic,75,2,"creamy, burnt rubber, off",2.75,"2- B,S"
1992,Palette de Bine,Canada,2017,Peru,Maranon,72,2,"grape, pungent, off sour",2.75,"2- B,S"
1960,Mirzam,U.A.E.,2017,Vietnam,Vietnam,65,2,"slight grainy, roasty, spicy",3.5,"2- B,S"
1960,Mirzam,U.A.E.,2017,India,India,65,6,"sweet, licoric",3.5,"3- B,S,C"
1960,Mirzam,U.A.E.,2017,Madagascar,Madagascar,72,2,"tangy, roasty, ham",3.25,"2- B,S"
1960,Mirzam,U.A.E.,2017,Papua New Guinea,Papua New Guinea,72,2,"few grits, intense smoke",3,"2- B,S"
2020,Michel Cluizel,France,2017,Colombia,El Jardin,69,15,"sandy, earthy, fatty",3.25,"4- B,S,C,V"
1956,Map Chocolate,U.S.A.,2017,Vietnam,"Lam Dong, ""Red Poppy""",73,2,"earthy, tobacco, ashey",3,"2- B,S"
2028,Arete,U.S.A.,2017,Haiti,Pisa,70,2,"long lasting, cocoa",4,"2- B,S"
2024,Arete,U.S.A.,2017,Bolivia,Beniano,70,2,"creamy, bright fruit",4,"2- B,S"
2032,Manoa,U.S.A.,2017,Peru,Ucayali,70,6,"sweet, fatty, fig",3.25,"3- B,S,C"
2028,Arete,U.S.A.,2017,Peru,Ucayali,70,6,"dried fruit, fig, anise",3.5,"3- B,S,C"
2020,Arete,U.S.A.,2017,Vietnam,Ben Tre,73,6,"rich cocoa, mild roasty",3.5,"3- B,S,C"
1940,Madre,U.S.A.,2017,Solomon Islands,Guadalcanal,73,2,"mild earthy, mild cocoa, nut",3.5,"2- B,S"
2020,Arete,U.S.A.,2017,Madagascar,Sambirano Valley,70,6,sour fruit,3.5,"3- B,S,C"
2020,Arete,U.S.A.,2017,India,Anamalai,70,2,"slight roasty, basic cocoa",3.5,"2- B,S"
1976,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81,2,"oily, burnt, earthy",3.25,"2- B,S"
1984,Letterpress,U.S.A.,2017,Peru,Ucayali,70,6,"mild, licorice, coffee, cocoa",4,"3- B,S,C"
1952,Letterpress,U.S.A.,2017,Honduras,"La Masica, Batch 7, FHIA",70,2,"strong raspberry, mocha",3.5,"2- B,S"
1952,Letterpress,U.S.A.,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70,2,"smokey, mild berry",3.25,"2- B,S"
1972,Landmark (Amano),U.S.A.,2017,Bolivia,"Tranquilidad, Itinez Province",74,6,"well balanced, melon",3.75,"3- B,S,C"
2016,Krak,Amsterdam,2017,Mexico,Xoconusco,70,2,"medium roast, nutty",3.25,"2- B,S"
1968,Krak,Amsterdam,2017,Vietnam,Vietnam,70,2,"sticky, molasses, sour",3,"2- B,S"
1968,Krak,Amsterdam,2017,Belize,Belize,70,2,"gritty, sour, berries",3,"2- B,S"
2008,Johnny Iuzzini,U.S.A.,2017,Ecuador,"Costa Esmeralda, Batch 30",78,13,"full bodied, floral",3.75,"4- B,S,C,L"
2008,Johnny Iuzzini,U.S.A.,2017,Madagascar,"Sambirano Valley, Batch 7",68,18,"vanilla, gateway",3.5,"5- B,S,C,V,L"
1980,Johnny Iuzzini,U.S.A.,2017,Ecuador,Camino Verde P.,70,13,"floral, bourbon, salt",3.5,"4- B,S,C,L"
1976,Johnny Iuzzini,U.S.A.,2017,Vietnam,"Tien Giang, Mekong Delta",65,13,"sweet, fruity, vanilla",3.5,"4- B,S,C,L"
1972,Johnny Iuzzini,U.S.A.,2017,Venezuela,"Ocumare, Cuyagua",72,6,"dairy, nutty, butterscotch",3.5,"3- B,S,C"
1976,Johnny Iuzzini,U.S.A.,2017,Peru,"San Martin, Oro Verde",75,13,"floral, tobacco, candied",3,"4- B,S,C,L"
1976,Johnny Iuzzini,U.S.A.,2017,Jamaica,Mount Pleasant,67,13,"candy like, sweet, dairy",3,"4- B,S,C,L"
2008,Indi,U.S.A.,2017,Vietnam,Lam Dong,72,6,"molasses, roasty",3.25,"3- B,S,C"
2032,Goodnow Farms,U.S.A.,2017,Peru,"Ucayali, batch 1041",70,6,"creamy, fig",3.25,"3- B,S,C"
2012,Georgia Ramon,Germany,2017,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75,6,"fatty, creamy, roasty",3.5,"3- B,S,C"
2012,Georgia Ramon,Germany,2017,St. Lucia,"Rabot Estate, Island Growers",77,6,"chewy, woody, rustic",3.5,"3- B,S,C"
1956,Friis Holm,Denmark,2017,Nicaragua,Barba,70,6,"creamy, black pepper, nut",3.75,"3- B,S,C"
1776,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",67,2,"gummy, sandy, complex",3.75,"2- B,S"
1776,Fossa,Singapore,2016,Ecuador,"Camino Verde P., Balao, Guayas",75,2,"sticky, floral",3.5,"2- B,S"
1772,Fossa,Singapore,2016,Madagascar,"Akesson's E., Sambirano V.",70,2,"gummy, bland, sour",2.75,"2- B,S"
1776,Forteza (Cortes),Puerto Rico,2016,Dominican Republic,Puerto Rico,80,20,"vanilla, dried fruit, nuts",2.75,"6-B,S,C,V,L,Sa"
1776,Forteza (Cortes),Puerto Rico,2016,Dominican Republic,Dominican Republic,70,20,"strong vanilla, earthy, nutty",2.75,"6-B,S,C,V,L,Sa"
1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76,2,"roasty, spicy, nutty",3,"2- B,S"
1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76,2,"metallic, off notes, powdery",2.75,"2- B,S"
1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76,2,"fatty, sandy, nutty, off notes",2.5,"2- B,S"
1916,ENNA,U.S.A.,2016,Honduras,"Wampusirpi, batch 007",75,2,"carrots, heavy roast",3.25,"2- B,S"
1876,Edelmond,Germany,2016,Venezuela,Porcelana,68,2,"dry, gritty, cardboard, nutty",3,"2- B,S"
1812,Eau de Rose,Canada,2016,Colombia,Arauca,70,6,"mild, dried fruit, chocolate",3.25,"3- B,S,C"
1812,Eau de Rose,Canada,2016,Colombia,Tumaco,70,6,"dried fruit, strong floral",3.25,"3- B,S,C"
1880,Dormouse,U.K.,2016,Grenada,Non Pariel Estate,75,4,"licorice, molasses, rubber",2.75,"3- B,S*,C"
1864,Dick Taylor,U.S.A.,2016,Vietnam,Tien Giang,78,2,"tropical berry, intense",3.5,"2- B,S"
1916,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72,2,"vanilla, chemical, rubber",2.5,"2- B,S"
1832,De Villiers,South Africa,2016,Madagascar,"Sambirano Valley, batch 2477",70,6,"high roast, fruit",3,"3- B,S,C"
1832,De Villiers,South Africa,2016,Uganda,Bundibugyo District,70,6,"high roast, intense, fatty",2.5,"3- B,S,C"
1708,Dark Forest,U.S.A.,2016,Bolivia,Bolivia,75,6,"mild cherry, fatty",3.25,"3- B,S,C"
1920,DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",70,2,"floral, licorice, roasty",3.25,"2- B,S"
1920,DAR,U.S.A.,2016,Vietnam,Vietnam,72,2,"raisins, astringent",3,"2- B,S"
1920,DAR,U.S.A.,2016,Venezuela,"Venezuela, batch 122",72,2,"nut, tobacco, burnt, off notes",2.75,"2- B,S"
1728,Altus aka Cao Artisan,U.S.A.,2016,Peru,Acopagro,60,6,"dry, sweet, caramel",3,"3- B,S,C"
1732,Altus aka Cao Artisan,U.S.A.,2016,Ecuador,Gruppo Salinas,60,6,"sandy, nutty, earthy, roasty",2.75,"3- B,S,C"
1728,Altus aka Cao Artisan,U.S.A.,2016,Nicaragua,Momotombo,60,6,"powdery, sweet, molasses",2.75,"3- B,S,C"
1816,Dandelion,U.S.A.,2016,Dominican Republic,"Zorzal Reserva, 2015 H., Kerchner",70,2,"cherry, rich choco",3.75,"2- B,S"
1732,Altus aka Cao Artisan,U.S.A.,2016,Peru,Villa Andina,60,6,"sandy, sweet, sour, off",2.5,"3- B,S,C"
1732,Altus aka Cao Artisan,U.S.A.,2016,Bolivia,CIAAB Coop,60,6,"sandy, sweet, pungent",2.5,"3- B,S,C"
1736,Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",73,6,"creamy, complex, fruity",3.75,"3- B,S,C"
1736,Creo,U.S.A.,2016,Ecuador,"""heirloom"", Arriba Nacional",85,6,"oily, mild bitter, nutty, fruit",3.25,"3- B,S,C"
1916,Confluence,U.S.A.,2016,Vietnam,"Tien Giang, 2015, batch 10-2-16",78,2,"woody, nutty, off sour note",2.75,"2- B,S"
1832,Chocosol,Canada,2016,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",75,6,"grainy, sweet, whole bean",3.25,"3- B,S,C"
1764,Chocolate Con Amor,U.S.A.,2016,Ecuador,Ecuador,70,2,"molasses, tart, floral",3.25,"2- B,S"
1764,Chocolate Con Amor,U.S.A.,2016,Venezuela,Ocumare,80,2,"gritty, nutty, caramel",3,"2- B,S"
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,75,2,"sandy, rich, roasty, earthy",3,"2- B,S"
1764,Chocolate Con Amor,U.S.A.,2016,Dominican Republic,Dominican Republic,60,2,"gritty, sweet, molasses",3,"2- B,S"
1768,Chocolate Con Amor,U.S.A.,2016,Nicaragua,Nicaragua,80,2,"nutty, roasty, bitter",2.75,"2- B,S"
1760,Chocolate Con Amor,U.S.A.,2016,Uganda,Uganda,70,2,"roasty, cocoa, molasses",2.75,"2- B,S"
1760,Chocolate Con Amor,U.S.A.,2016,Bolivia,Wild Bolivian,70,2,"gritty, molasses, earthy",2.5,"2- B,S"
1772,Chocolate Alchemist-Philly,U.S.A.,2016,Blend,"Philly Blend, 5 plantations",80,3,"sticky, coconut, sour, bitter",2.5,"2- B,S*"
1772,Chocolate Alchemist-Philly,U.S.A.,2016,Peru,"Tumbes, ""Zarumilla""",90,3,"sticky, bitter, molasses, tart",2.5,"2- B,S*"
1900,Charm School,U.S.A.,2016,Belize,Maya Mtn,70,6,"slightly metallic, woody, berry",3.25,"3- B,S,C"
1724,Castronovo,U.S.A.,2016,Belize,"Maya Mtn, Batch 454, Heirloom",72,6,"bright fruit, molasses, nutty",4,"3- B,S,C"
1888,Carlotta Chocolat,Colombia,2016,Colombia,"Cesar, CCN51",65,6,"sweet, grassy, nutty",3.5,"3- B,S,C"
1888,Carlotta Chocolat,Colombia,2016,Colombia,Huila,65,6,"overly sweet, mild spice",3.5,"3- B,S,C"
1888,Carlotta Chocolat,Colombia,2016,Colombia,Cordoba,65,6,"mild smoke, sweet edge",3.25,"3- B,S,C"
1888,Carlotta Chocolat,Colombia,2016,Colombia,Tumaco,65,6,"nutty, grain, late choco",3.25,"3- B,S,C"
1884,Carlotta Chocolat,Colombia,2016,Colombia,Arauca,65,6,"sweet, marshmallow",3,"3- B,S,C"
1808,Cao,U.S.A.,2016,Brazil,Brazil,70,6,"dairy, chocolate, mild fruit",3.25,"3- B,S,C"
1808,Cao,U.S.A.,2016,Bolivia,Bolivia,75,6,"sandy, bold, cherry",3,"3- B,S,C"
1804,Cao,U.S.A.,2016,Venezuela,"Porcelana, Batch 5163",70,6,strong nutty with off notes,3,"3- B,S,C"
1804,Cao,U.S.A.,2016,Tanzania,Tanzania,73,6,"sweet, acidic, fatty",2.75,"3- B,S,C"
1804,Cao,U.S.A.,2016,Venezuela,Porcelana,75,6,"nutty, burnt, fuel",2.5,"3- B,S,C"
1908,Cacao Sampaka,Spain,2016,Congo,"Mahali, Kasai",70,13,"rich, cherries, acidic",3.5,"4- B,S,C,L"
1860,Cacao Market,U.S.A.,2016,Honduras,"Jutiapa, lot 050916D",70,13,"deep cocoa, fatty, dairy",3.5,"4- B,S,C,L"
1816,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74,6,"mild cocoa, astringent",3.75,"3- B,S,C"
1816,Cacao Hunters,Colombia,2016,Colombia,Macondo,71,6,"distinct, short, dried fruit",3.75,"3- B,S,C"
1716,Cacao Barry,France,2016,Haiti,Grand 'Anse,65,18,"gritty, sweet, citrus",3.5,"5- B,S,C,V,L"
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Nicaragua,"O'payo, Waslala",70,6,"simple, rich cocoa",3.75,"3- B,S,C"
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov.",70,6,"nutty, slight hammy, rich",3.5,"3- B,S,C"
1912,Bonnat,France,2016,Mexico,Selva Maya,75,6,"heavy roast, fatty, gateway",3.5,"3- B,S,C"
1876,A. Morin,France,2016,Sao Tome,Agua Grande,63,13,"sweet, chocolatey, vegetal",3.75,"4- B,S,C,L"
1752,Blue Bandana,U.S.A.,2016,Tanzania,Kokoa Kamili,75,2,"bready, melon",3.5,"2- B,S"
1740,Blue Bandana,U.S.A.,2016,Madagascar,"Akesson's E., Sambirano V.",82,2,"sandy, tart, sour, sweet",3.5,"2- B,S"
1756,Blue Bandana,U.S.A.,2016,Dominican Republic,Zorzal Reserva,75,2,"astringent, sour, coffee",3,"2- B,S"
1752,Blue Bandana,U.S.A.,2016,Guatemala,Lachua,75,2,"roasty, coffee, earthy",2.75,"2- B,S"
1716,Zokoko,Australia,2016,Solomon Islands,Guadalcanal,78,13,"smokey, dried fruit, balanced",3.75,"4- B,S,C,L"
1780,Zokoko,Australia,2016,Blend,Goddess Blend,65,18,"oily, sweet, choco, nutty",3.25,"5- B,S,C,V,L"
1880,Zart Pralinen,Austria,2016,Trinidad,"San Juan Estate, Gran Couva",78,2,"tobacco, over roasted",3.5,"2- B,S"
1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",70,6,"smoke, tart, burnt cocoa",3.5,"3- B,S,C"
1820,Zart Pralinen,Austria,2016,Madagascar,"Millot P., Ambanja",70,6,"sticky, mellow choco, dairy",3.5,"3- B,S,C"
1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",85,6,"melon, mild tart, bitter, fatty",3,"3- B,S,C"
1824,Zart Pralinen,Austria,2016,Trinidad,San Juan Estate,85,6,"sticky, strong bitter, spice",2.75,"3- B,S,C"
1824,Zart Pralinen,Austria,2016,Ecuador,UNOCACE,70,6,"sticky, off notes of rubber",2.75,"3- B,S,C"
1916,Wm,U.S.A.,2016,Ghana,"Ghana, 2013, batch 129",75,6,"strong malt, choco pudding",3.75,"3- B,S,C"
1912,Wm,U.S.A.,2016,Bolivia,"Wild Beniano, 2016, batch 128, Heirloom",76,6,"nutty, fig, short length",3.5,"3- B,S,C"
1912,Wm,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov., 2015, batch 124",74,6,"nutty, rubber",3,"3- B,S,C"
1848,Willie's Cacao,U.K.,2016,Colombia,Los Llanos,70,6,"rich cocoa, spicy, cinamon",4,"3- B,S,C"
1756,Wellington Chocolate Factory,New Zealand,2016,Peru,"Piura Blanco, Norandino",70,3,"grapes, pungent",3.5,"2- B,S*"
1756,Wellington Chocolate Factory,New Zealand,2016,Dominican Republic,Conacado,70,3,"dry, rich, roasty",3.5,"2- B,S*"
1724,Vivra,U.S.A.,2016,Dominican Republic,Dominican Republic,70,18,"sweet, simple, cocoa",3,"5- B,S,C,V,L"
1720,Vivra,U.S.A.,2016,Venezuela,Ocumare,70,18,"nutty, off notes",2.5,"5- B,S,C,V,L"
1720,Vivra,U.S.A.,2016,Peru,Peru,70,18,"pungent, metallic",2.5,"5- B,S,C,V,L"
1752,Upchurch,U.S.A.,2016,Tanzania,"Tanzania, Party Bar",72,2,"sandy, sweet, peach",3.25,"2- B,S"
1752,Upchurch,U.S.A.,2016,Madagascar,"Madagascar, Sassy Bar",72,2,"sweet, acidic, tart",3,"2- B,S"
1740,Two Ravens,U.S.A.,2016,Peru,Peru,60,6,"coarse, sweet, lemon",3,"3- B,S,C"
1836,Timo A. Meyer,Germany,2016,Belize,"Belize, med roast",72,6,"bright fruit, cashew",3.75,"3- B,S,C"
1768,Belyzium,Germany,2016,Belize,Belize south,83,6,"balanced, complex, berry",3.5,"3- B,S,C"
